date,fund,return
2021-11-22,Crypto Maximum Sharpe,-0.03874776
2021-11-23,Crypto Maximum Sharpe,0.02361707
2021-11-24,Crypto Maximum Sharpe,-0.0276583
2021-11-25,Crypto Maximum Sharpe,0.00182553
2021-11-26,Crypto Maximum Sharpe,-0.06406137
2021-11-27,Crypto Maximum Sharpe,0.0164876
2021-11-28,Crypto Maximum Sharpe,0.03933901
2021-11-29,Crypto Maximum Sharpe,0.01864227
2021-11-30,Crypto Maximum Sharpe,0.00342365
2021-12-01,Crypto Maximum Sharpe,-0.00420853
2021-12-02,Crypto Maximum Sharpe,0.01654074
2021-12-03,Crypto Maximum Sharpe,-0.06592716
2021-12-04,Crypto Maximum Sharpe,-0.06505321
2021-12-05,Crypto Maximum Sharpe,-0.00305178
2021-12-06,Crypto Maximum Sharpe,0.03167216
2021-12-07,Crypto Maximum Sharpe,-0.01034155
2021-12-08,Crypto Maximum Sharpe,0.01586033
2021-12-09,Crypto Maximum Sharpe,-0.06586312
2021-12-10,Crypto Maximum Sharpe,-0.04061987
2021-12-11,Crypto Maximum Sharpe,0.06344713
2021-12-12,Crypto Maximum Sharpe,0.007232
2021-12-13,Crypto Maximum Sharpe,-0.08097762
2021-12-14,Crypto Maximum Sharpe,-0.00377992
2021-12-15,Crypto Maximum Sharpe,0.06263675
2021-12-16,Crypto Maximum Sharpe,-0.02951455
2021-12-17,Crypto Maximum Sharpe,-0.02419699
2021-12-18,Crypto Maximum Sharpe,0.01837587
2021-12-19,Crypto Maximum Sharpe,-0.00420087
2021-12-20,Crypto Maximum Sharpe,0.00017945
2021-12-21,Crypto Maximum Sharpe,0.03224286
2021-12-22,Crypto Maximum Sharpe,0.00647209
2021-12-23,Crypto Maximum Sharpe,0.05890194
2021-12-24,Crypto Maximum Sharpe,-0.02423705
2021-12-25,Crypto Maximum Sharpe,0.01610498
2021-12-26,Crypto Maximum Sharpe,-0.00012958
2021-12-27,Crypto Maximum Sharpe,0.00716719
2021-12-28,Crypto Maximum Sharpe,-0.06359206
2021-12-29,Crypto Maximum Sharpe,-0.03904838
2021-12-30,Crypto Maximum Sharpe,0.02077874
2021-12-31,Crypto Maximum Sharpe,-0.02048903
2022-01-01,Crypto Maximum Sharpe,0.0324141
2022-01-02,Crypto Maximum Sharpe,0.0057161
2022-01-03,Crypto Maximum Sharpe,-0.02451344
2022-01-04,Crypto Maximum Sharpe,-0.00357492
2022-01-05,Crypto Maximum Sharpe,-0.05882312
2022-01-06,Crypto Maximum Sharpe,-0.00346186
2022-01-07,Crypto Maximum Sharpe,-0.052776
2022-01-08,Crypto Maximum Sharpe,-0.0205756
2022-01-09,Crypto Maximum Sharpe,0.00548869
2022-01-10,Crypto Maximum Sharpe,-0.02655021
2022-01-11,Crypto Maximum Sharpe,0.04381611
2022-01-12,Crypto Maximum Sharpe,0.0603711
2022-01-13,Crypto Maximum Sharpe,-0.04109976
2022-01-14,Crypto Maximum Sharpe,0.03064627
2022-01-15,Crypto Maximum Sharpe,0.00665097
2022-01-16,Crypto Maximum Sharpe,0.0300641
2022-01-17,Crypto Maximum Sharpe,0.02432741
2022-01-18,Crypto Maximum Sharpe,-0.02823681
2022-01-19,Crypto Maximum Sharpe,-0.04377448
2022-01-20,Crypto Maximum Sharpe,-0.04438002
2022-01-21,Crypto Maximum Sharpe,-0.12135576
2022-01-22,Crypto Maximum Sharpe,-0.05304589
2022-01-23,Crypto Maximum Sharpe,0.04834214
2022-01-24,Crypto Maximum Sharpe,-0.03236657
2022-01-25,Crypto Maximum Sharpe,-0.00396901
2022-01-26,Crypto Maximum Sharpe,0.01461547
2022-01-27,Crypto Maximum Sharpe,-0.01715712
2022-01-28,Crypto Maximum Sharpe,0.02733289
2022-01-29,Crypto Maximum Sharpe,0.01223591
2022-01-30,Crypto Maximum Sharpe,-0.00901126
2022-01-31,Crypto Maximum Sharpe,0.02233049
2022-02-01,Crypto Maximum Sharpe,0.0313646
2022-02-02,Crypto Maximum Sharpe,-0.04403767
2022-02-03,Crypto Maximum Sharpe,0.01602268
2022-02-04,Crypto Maximum Sharpe,0.09534311
2022-02-05,Crypto Maximum Sharpe,0.00020811
2022-02-06,Crypto Maximum Sharpe,0.01657482
2022-02-07,Crypto Maximum Sharpe,0.04413817
2022-02-08,Crypto Maximum Sharpe,-0.0072677
2022-02-09,Crypto Maximum Sharpe,0.02404079
2022-02-10,Crypto Maximum Sharpe,-0.03200275
2022-02-11,Crypto Maximum Sharpe,-0.05013662
2022-02-12,Crypto Maximum Sharpe,-0.01119069
2022-02-13,Crypto Maximum Sharpe,-0.00529017
2022-02-14,Crypto Maximum Sharpe,0.00525173
2022-02-15,Crypto Maximum Sharpe,0.06463882
2022-02-16,Crypto Maximum Sharpe,-0.01910422
2022-02-17,Crypto Maximum Sharpe,-0.07346619
2022-02-18,Crypto Maximum Sharpe,-0.02176269
2022-02-19,Crypto Maximum Sharpe,-0.00146584
2022-02-20,Crypto Maximum Sharpe,-0.0534081
2022-02-21,Crypto Maximum Sharpe,-0.05346884
2022-02-22,Crypto Maximum Sharpe,0.03452586
2022-02-23,Crypto Maximum Sharpe,-0.02016996
2022-02-24,Crypto Maximum Sharpe,-0.00093033
2022-02-25,Crypto Maximum Sharpe,0.05387996
2022-02-26,Crypto Maximum Sharpe,-1.119e-05
2022-02-27,Crypto Maximum Sharpe,-0.0442424
2022-02-28,Crypto Maximum Sharpe,0.11773704
2022-03-01,Crypto Maximum Sharpe,0.01240548
2022-03-02,Crypto Maximum Sharpe,-0.01619736
2022-03-03,Crypto Maximum Sharpe,-0.03091933
2022-03-04,Crypto Maximum Sharpe,-0.07342162
2022-03-05,Crypto Maximum Sharpe,0.02006659
2022-03-06,Crypto Maximum Sharpe,-0.04131435
2022-03-07,Crypto Maximum Sharpe,-0.02232529
2022-03-08,Crypto Maximum Sharpe,0.01751058
2022-03-09,Crypto Maximum Sharpe,0.06296548
2022-03-10,Crypto Maximum Sharpe,-0.04864317
2022-03-11,Crypto Maximum Sharpe,-0.01051641
2022-03-12,Crypto Maximum Sharpe,0.00027474
2022-03-13,Crypto Maximum Sharpe,-0.0169267
2022-03-14,Crypto Maximum Sharpe,0.02416419
2022-03-15,Crypto Maximum Sharpe,0.00057195
2022-03-16,Crypto Maximum Sharpe,0.05181102
2022-03-17,Crypto Maximum Sharpe,0.00329146
2022-03-18,Crypto Maximum Sharpe,0.03042094
2022-03-19,Crypto Maximum Sharpe,0.0523274
2022-03-20,Crypto Maximum Sharpe,-0.00431355
2022-03-21,Crypto Maximum Sharpe,0.02345954
2022-03-22,Crypto Maximum Sharpe,0.06312338
2022-03-23,Crypto Maximum Sharpe,0.0528557
2022-03-24,Crypto Maximum Sharpe,0.02899869
2022-03-25,Crypto Maximum Sharpe,-0.01166086
2022-03-26,Crypto Maximum Sharpe,0.01893169
2022-03-27,Crypto Maximum Sharpe,0.03549376
2022-03-28,Crypto Maximum Sharpe,-1.538e-05
2022-03-29,Crypto Maximum Sharpe,0.01949446
2022-03-30,Crypto Maximum Sharpe,-0.00141509
2022-03-31,Crypto Maximum Sharpe,-0.03987524
2022-04-01,Crypto Maximum Sharpe,0.02452801
2022-04-02,Crypto Maximum Sharpe,-0.01284478
2022-04-03,Crypto Maximum Sharpe,0.02489217
2022-04-04,Crypto Maximum Sharpe,0.00799363
2022-04-05,Crypto Maximum Sharpe,-0.03696759
2022-04-06,Crypto Maximum Sharpe,-0.09923762
2022-04-07,Crypto Maximum Sharpe,0.05682014
2022-04-08,Crypto Maximum Sharpe,-0.04591491
2022-04-09,Crypto Maximum Sharpe,0.0243641
2022-04-10,Crypto Maximum Sharpe,-0.01980132
2022-04-11,Crypto Maximum Sharpe,-0.08830673
2022-04-12,Crypto Maximum Sharpe,0.02804088
2022-04-13,Crypto Maximum Sharpe,0.02058508
2022-04-14,Crypto Maximum Sharpe,-0.03620431
2022-04-15,Crypto Maximum Sharpe,0.01567461
2022-04-16,Crypto Maximum Sharpe,0.00783539
2022-04-17,Crypto Maximum Sharpe,-0.03322188
2022-04-18,Crypto Maximum Sharpe,0.01720111
2022-04-19,Crypto Maximum Sharpe,0.01852516
2022-04-20,Crypto Maximum Sharpe,-0.01908898
2022-04-21,Crypto Maximum Sharpe,-0.03357779
2022-04-22,Crypto Maximum Sharpe,0.00156929
2022-04-23,Crypto Maximum Sharpe,-0.01852849
2022-04-24,Crypto Maximum Sharpe,-0.01086686
2022-04-25,Crypto Maximum Sharpe,0.01537934
2022-04-26,Crypto Maximum Sharpe,-0.0779496
2022-04-27,Crypto Maximum Sharpe,0.02164783
2022-04-28,Crypto Maximum Sharpe,0.00607141
2022-04-29,Crypto Maximum Sharpe,-0.04962663
2022-04-30,Crypto Maximum Sharpe,-0.0649848
2022-05-01,Crypto Maximum Sharpe,0.04857429
2022-05-02,Crypto Maximum Sharpe,-0.00272021
2022-05-03,Crypto Maximum Sharpe,-0.02047908
2022-05-04,Crypto Maximum Sharpe,0.11983197
2022-05-05,Crypto Maximum Sharpe,-0.08744686
2022-05-06,Crypto Maximum Sharpe,-0.01412783
2022-05-07,Crypto Maximum Sharpe,-0.02853963
2022-05-08,Crypto Maximum Sharpe,-0.03089955
2022-05-09,Crypto Maximum Sharpe,-0.13850411
2022-05-10,Crypto Maximum Sharpe,0.03760653
2022-05-11,Crypto Maximum Sharpe,-0.15646101
2022-05-12,Crypto Maximum Sharpe,-0.06393358
2022-05-13,Crypto Maximum Sharpe,0.07927043
2022-05-14,Crypto Maximum Sharpe,0.01620367
2022-05-15,Crypto Maximum Sharpe,0.05623255
2022-05-16,Crypto Maximum Sharpe,-0.05894658
2022-05-17,Crypto Maximum Sharpe,0.0398172
2022-05-18,Crypto Maximum Sharpe,-0.0870754
2022-05-19,Crypto Maximum Sharpe,0.05145681
2022-05-20,Crypto Maximum Sharpe,-0.03021846
2022-05-21,Crypto Maximum Sharpe,0.01587521
2022-05-22,Crypto Maximum Sharpe,0.03680931
2022-05-23,Crypto Maximum Sharpe,-0.0226087
2022-05-24,Crypto Maximum Sharpe,0.04362485
2022-05-25,Crypto Maximum Sharpe,-0.00711985
2022-05-26,Crypto Maximum Sharpe,-0.0622589
2022-05-27,Crypto Maximum Sharpe,-0.02715226
2022-05-28,Crypto Maximum Sharpe,0.01662362
2022-05-29,Crypto Maximum Sharpe,0.02795276
2022-05-30,Crypto Maximum Sharpe,0.1023846
2022-05-31,Crypto Maximum Sharpe,0.01226194
2022-06-01,Crypto Maximum Sharpe,-0.07199367
2022-06-02,Crypto Maximum Sharpe,0.02538452
2022-06-03,Crypto Maximum Sharpe,-0.03547995
2022-06-04,Crypto Maximum Sharpe,0.00133616
2022-06-05,Crypto Maximum Sharpe,0.00337816
2022-06-06,Crypto Maximum Sharpe,0.03101346
2022-06-07,Crypto Maximum Sharpe,-0.01020528
2022-06-08,Crypto Maximum Sharpe,-0.00130169
2022-06-09,Crypto Maximum Sharpe,-0.00415238
2022-06-10,Crypto Maximum Sharpe,-0.05321302
2022-06-11,Crypto Maximum Sharpe,-0.05804877
2022-06-12,Crypto Maximum Sharpe,-0.05264188
2022-06-13,Crypto Maximum Sharpe,-0.1283741
2022-06-14,Crypto Maximum Sharpe,-0.02537131
2022-06-15,Crypto Maximum Sharpe,0.10154194
2022-06-16,Crypto Maximum Sharpe,-0.09811554
2022-06-17,Crypto Maximum Sharpe,0.02698082
2022-06-18,Crypto Maximum Sharpe,-0.0277594
2022-06-19,Crypto Maximum Sharpe,0.06372503
2022-06-20,Crypto Maximum Sharpe,0.02294565
2022-06-21,Crypto Maximum Sharpe,0.0113893
2022-06-22,Crypto Maximum Sharpe,-0.03963281
2022-06-23,Crypto Maximum Sharpe,0.03420869
2022-06-24,Crypto Maximum Sharpe,0.03387428
2022-06-25,Crypto Maximum Sharpe,-0.00173197
2022-06-26,Crypto Maximum Sharpe,-0.00252593
2022-06-27,Crypto Maximum Sharpe,0.00565408
2022-06-28,Crypto Maximum Sharpe,-0.03881041
2022-06-29,Crypto Maximum Sharpe,-0.01499861
2022-06-30,Crypto Maximum Sharpe,-0.01033118
2022-07-01,Crypto Maximum Sharpe,-0.01463492
2022-07-02,Crypto Maximum Sharpe,0.00954882
2022-07-03,Crypto Maximum Sharpe,0.00846075
2022-07-04,Crypto Maximum Sharpe,0.02846706
2022-07-05,Crypto Maximum Sharpe,-0.01283768
2022-07-06,Crypto Maximum Sharpe,0.00583673
2022-07-07,Crypto Maximum Sharpe,0.03205189
2022-07-08,Crypto Maximum Sharpe,-0.01055828
2022-07-09,Crypto Maximum Sharpe,0.01655529
2022-07-10,Crypto Maximum Sharpe,-0.03709537
2022-07-11,Crypto Maximum Sharpe,-0.05465645
2022-07-12,Crypto Maximum Sharpe,-0.02038605
2022-07-13,Crypto Maximum Sharpe,0.03644155
2022-07-14,Crypto Maximum Sharpe,0.01960143
2022-07-15,Crypto Maximum Sharpe,0.01089752
2022-07-16,Crypto Maximum Sharpe,0.07455489
2022-07-17,Crypto Maximum Sharpe,0.02573045
2022-07-18,Crypto Maximum Sharpe,0.14222777
2022-07-19,Crypto Maximum Sharpe,0.00548596
2022-07-20,Crypto Maximum Sharpe,-0.04692377
2022-07-21,Crypto Maximum Sharpe,0.04918614
2022-07-22,Crypto Maximum Sharpe,-0.02645976
2022-07-23,Crypto Maximum Sharpe,0.00910586
2022-07-24,Crypto Maximum Sharpe,-0.00010917
2022-07-25,Crypto Maximum Sharpe,-0.0647192
2022-07-26,Crypto Maximum Sharpe,0.03319003
2022-07-27,Crypto Maximum Sharpe,0.14417299
2022-07-28,Crypto Maximum Sharpe,0.10275041
2022-07-29,Crypto Maximum Sharpe,-0.00684466
2022-07-30,Crypto Maximum Sharpe,0.00188505
2022-07-31,Crypto Maximum Sharpe,-0.03045455
2022-08-01,Crypto Maximum Sharpe,-0.00853365
2022-08-02,Crypto Maximum Sharpe,0.00070366
2022-08-03,Crypto Maximum Sharpe,-0.00988889
2022-08-04,Crypto Maximum Sharpe,-0.00613678
2022-08-05,Crypto Maximum Sharpe,0.05206134
2022-08-06,Crypto Maximum Sharpe,-0.01096483
2022-08-07,Crypto Maximum Sharpe,0.00071243
2022-08-08,Crypto Maximum Sharpe,0.01387931
2022-08-09,Crypto Maximum Sharpe,-0.03291783
2022-08-10,Crypto Maximum Sharpe,0.04928778
2022-08-11,Crypto Maximum Sharpe,0.03389948
2022-08-12,Crypto Maximum Sharpe,0.01571107
2022-08-13,Crypto Maximum Sharpe,-0.00124308
2022-08-14,Crypto Maximum Sharpe,-0.01684857
2022-08-15,Crypto Maximum Sharpe,-0.00651637
2022-08-16,Crypto Maximum Sharpe,-0.01431946
2022-08-17,Crypto Maximum Sharpe,-0.00747974
2022-08-18,Crypto Maximum Sharpe,-0.01209726
2022-08-19,Crypto Maximum Sharpe,-0.10926745
2022-08-20,Crypto Maximum Sharpe,0.00657746
2022-08-21,Crypto Maximum Sharpe,0.01714877
2022-08-22,Crypto Maximum Sharpe,0.00130353
2022-08-23,Crypto Maximum Sharpe,0.01120022
2022-08-24,Crypto Maximum Sharpe,0.00198298
2022-08-25,Crypto Maximum Sharpe,0.02940117
2022-08-26,Crypto Maximum Sharpe,-0.08717078
2022-08-27,Crypto Maximum Sharpe,-0.00699209
2022-08-28,Crypto Maximum Sharpe,-0.04356224
2022-08-29,Crypto Maximum Sharpe,0.06992053
2022-08-30,Crypto Maximum Sharpe,-0.01353644
2022-08-31,Crypto Maximum Sharpe,0.00206008
2022-09-01,Crypto Maximum Sharpe,0.01195454
2022-09-02,Crypto Maximum Sharpe,-0.00983966
2022-09-03,Crypto Maximum Sharpe,-0.00435625
2022-09-04,Crypto Maximum Sharpe,0.00878748
2022-09-05,Crypto Maximum Sharpe,0.08217504
2022-09-06,Crypto Maximum Sharpe,-0.0657568
2022-09-07,Crypto Maximum Sharpe,0.04720674
2022-09-08,Crypto Maximum Sharpe,-0.003111
2022-09-09,Crypto Maximum Sharpe,0.04870098
2022-09-10,Crypto Maximum Sharpe,0.01859054
2022-09-11,Crypto Maximum Sharpe,-0.01312992
2022-09-12,Crypto Maximum Sharpe,-0.01190745
2022-09-13,Crypto Maximum Sharpe,-0.06069118
2022-09-14,Crypto Maximum Sharpe,0.04570431
2022-09-15,Crypto Maximum Sharpe,-0.06984923
2022-09-16,Crypto Maximum Sharpe,-0.0243152
2022-09-17,Crypto Maximum Sharpe,0.01793448
2022-09-18,Crypto Maximum Sharpe,-0.08856528
2022-09-19,Crypto Maximum Sharpe,0.01883128
2022-09-20,Crypto Maximum Sharpe,-0.03087417
2022-09-21,Crypto Maximum Sharpe,-0.0367836
2022-09-22,Crypto Maximum Sharpe,0.0354397
2022-09-23,Crypto Maximum Sharpe,0.00458361
2022-09-24,Crypto Maximum Sharpe,-0.00792002
2022-09-25,Crypto Maximum Sharpe,-0.01190855
2022-09-26,Crypto Maximum Sharpe,0.01167207
2022-09-27,Crypto Maximum Sharpe,-0.00574063
2022-09-28,Crypto Maximum Sharpe,-0.00304381
2022-09-29,Crypto Maximum Sharpe,0.00851727
2022-09-30,Crypto Maximum Sharpe,-0.00313231
2022-10-01,Crypto Maximum Sharpe,-0.00921434
2022-10-02,Crypto Maximum Sharpe,-0.01532065
2022-10-03,Crypto Maximum Sharpe,0.02247999
2022-10-04,Crypto Maximum Sharpe,0.02082181
2022-10-05,Crypto Maximum Sharpe,-0.00578404
2022-10-06,Crypto Maximum Sharpe,0.00411802
2022-10-07,Crypto Maximum Sharpe,-0.01002244
2022-10-08,Crypto Maximum Sharpe,-0.01289603
2022-10-09,Crypto Maximum Sharpe,0.00380019
2022-10-10,Crypto Maximum Sharpe,-0.04054188
2022-10-11,Crypto Maximum Sharpe,-0.01661171
2022-10-12,Crypto Maximum Sharpe,0.00575099
2022-10-13,Crypto Maximum Sharpe,-0.01789754
2022-10-14,Crypto Maximum Sharpe,0.02142716
2022-10-15,Crypto Maximum Sharpe,-0.02263892
2022-10-16,Crypto Maximum Sharpe,0.01279432
2022-10-17,Crypto Maximum Sharpe,0.02156554
2022-10-18,Crypto Maximum Sharpe,-0.01401371
2022-10-19,Crypto Maximum Sharpe,-0.02366357
2022-10-20,Crypto Maximum Sharpe,-0.00870334
2022-10-21,Crypto Maximum Sharpe,0.00676076
2022-10-22,Crypto Maximum Sharpe,0.02209123
2022-10-23,Crypto Maximum Sharpe,0.01516065
2022-10-24,Crypto Maximum Sharpe,-0.01812399
2022-10-25,Crypto Maximum Sharpe,0.06411915
2022-10-26,Crypto Maximum Sharpe,0.03792243
2022-10-27,Crypto Maximum Sharpe,-0.0222957
2022-10-28,Crypto Maximum Sharpe,0.02123332
2022-10-29,Crypto Maximum Sharpe,0.02211676
2022-10-30,Crypto Maximum Sharpe,-0.02744804
2022-10-31,Crypto Maximum Sharpe,-0.00613233
2022-11-01,Crypto Maximum Sharpe,-0.00399102
2022-11-02,Crypto Maximum Sharpe,-0.03420717
2022-11-03,Crypto Maximum Sharpe,0.01793862
2022-11-04,Crypto Maximum Sharpe,0.0593954
2022-11-05,Crypto Maximum Sharpe,0.00350828
2022-11-06,Crypto Maximum Sharpe,-0.03497382
2022-11-07,Crypto Maximum Sharpe,-0.0010382
2022-11-08,Crypto Maximum Sharpe,-0.11065556
2022-11-09,Crypto Maximum Sharpe,-0.14036685
2022-11-10,Crypto Maximum Sharpe,0.14985938
2022-11-11,Crypto Maximum Sharpe,-0.02124962
2022-11-12,Crypto Maximum Sharpe,-0.02837494
2022-11-13,Crypto Maximum Sharpe,-0.04272537
2022-11-14,Crypto Maximum Sharpe,0.00679442
2022-11-15,Crypto Maximum Sharpe,0.00918627
2022-11-16,Crypto Maximum Sharpe,-0.02230857
2022-11-17,Crypto Maximum Sharpe,0.00102637
2022-11-18,Crypto Maximum Sharpe,0.00768183
2022-11-19,Crypto Maximum Sharpe,0.0133452
2022-11-20,Crypto Maximum Sharpe,-0.05366963
2022-11-21,Crypto Maximum Sharpe,0.00339901
2022-11-22,Crypto Maximum Sharpe,0.01273378
2022-11-23,Crypto Maximum Sharpe,0.02551756
2022-11-24,Crypto Maximum Sharpe,0.03177786
2022-11-25,Crypto Maximum Sharpe,0.00477296
2022-11-26,Crypto Maximum Sharpe,-0.00945697
2022-11-27,Crypto Maximum Sharpe,0.00046683
2022-11-28,Crypto Maximum Sharpe,-0.01337572
2022-11-29,Crypto Maximum Sharpe,0.0212449
2022-11-30,Crypto Maximum Sharpe,0.0369888
2022-12-01,Crypto Maximum Sharpe,-0.01781842
2022-12-02,Crypto Maximum Sharpe,0.0055798
2022-12-03,Crypto Maximum Sharpe,-0.02402659
2022-12-04,Crypto Maximum Sharpe,0.00834519
2022-12-05,Crypto Maximum Sharpe,-0.0051231
2022-12-06,Crypto Maximum Sharpe,0.00745141
2022-12-07,Crypto Maximum Sharpe,-0.02033256
2022-12-08,Crypto Maximum Sharpe,0.02425919
2022-12-09,Crypto Maximum Sharpe,-0.01161483
2022-12-10,Crypto Maximum Sharpe,-0.00118746
2022-12-11,Crypto Maximum Sharpe,-0.00882914
2022-12-12,Crypto Maximum Sharpe,0.00069062
2022-12-13,Crypto Maximum Sharpe,0.01745425
2022-12-14,Crypto Maximum Sharpe,-0.00701606
2022-12-15,Crypto Maximum Sharpe,-0.01920973
2022-12-16,Crypto Maximum Sharpe,-0.06689958
2022-12-17,Crypto Maximum Sharpe,0.00927798
2022-12-18,Crypto Maximum Sharpe,-0.01325117
2022-12-19,Crypto Maximum Sharpe,-0.01804206
2022-12-20,Crypto Maximum Sharpe,0.03106805
2022-12-21,Crypto Maximum Sharpe,-0.00585723
2022-12-22,Crypto Maximum Sharpe,0.01160796
2022-12-23,Crypto Maximum Sharpe,-0.00533379
2022-12-24,Crypto Maximum Sharpe,0.00120832
2022-12-25,Crypto Maximum Sharpe,0.0103602
2022-12-26,Crypto Maximum Sharpe,0.02426843
2022-12-27,Crypto Maximum Sharpe,-0.00878212
2022-12-28,Crypto Maximum Sharpe,-0.02128344
2022-12-29,Crypto Maximum Sharpe,-0.00134299
2022-12-30,Crypto Maximum Sharpe,0.00018023
2022-12-31,Crypto Maximum Sharpe,-0.00239962
2023-01-01,Crypto Maximum Sharpe,0.00543569
2023-01-02,Crypto Maximum Sharpe,0.00987373
2023-01-03,Crypto Maximum Sharpe,-0.00268697
2023-01-04,Crypto Maximum Sharpe,0.00717194
2023-01-05,Crypto Maximum Sharpe,-0.01084133
2023-01-06,Crypto Maximum Sharpe,-8.97e-05
2023-01-07,Crypto Maximum Sharpe,-0.00256305
2023-01-08,Crypto Maximum Sharpe,0.01976873
2023-01-09,Crypto Maximum Sharpe,0.01594084
2023-01-10,Crypto Maximum Sharpe,0.0071882
2023-01-11,Crypto Maximum Sharpe,0.03018664
2023-01-12,Crypto Maximum Sharpe,0.03361103
2023-01-13,Crypto Maximum Sharpe,0.04741133
2023-01-14,Crypto Maximum Sharpe,0.03764965
2023-01-15,Crypto Maximum Sharpe,-0.0003761
2023-01-16,Crypto Maximum Sharpe,0.00472191
2023-01-17,Crypto Maximum Sharpe,-0.00674188
2023-01-18,Crypto Maximum Sharpe,-0.03333651
2023-01-19,Crypto Maximum Sharpe,0.02160589
2023-01-20,Crypto Maximum Sharpe,0.05756616
2023-01-21,Crypto Maximum Sharpe,-0.0049664
2023-01-22,Crypto Maximum Sharpe,-0.00071864
2023-01-23,Crypto Maximum Sharpe,0.02278801
2023-01-24,Crypto Maximum Sharpe,-0.03127664
2023-01-25,Crypto Maximum Sharpe,0.02444187
2023-01-26,Crypto Maximum Sharpe,-0.00270529
2023-01-27,Crypto Maximum Sharpe,0.01299985
2023-01-28,Crypto Maximum Sharpe,-0.00591348
2023-01-29,Crypto Maximum Sharpe,0.0216566
2023-01-30,Crypto Maximum Sharpe,-0.03593711
2023-01-31,Crypto Maximum Sharpe,0.01004641
2023-02-01,Crypto Maximum Sharpe,0.02012917
2023-02-02,Crypto Maximum Sharpe,-0.00195825
2023-02-03,Crypto Maximum Sharpe,0.00448781
2023-02-04,Crypto Maximum Sharpe,-0.00306898
2023-02-05,Crypto Maximum Sharpe,-0.01207845
2023-02-06,Crypto Maximum Sharpe,-0.01378828
2023-02-07,Crypto Maximum Sharpe,0.03178596
2023-02-08,Crypto Maximum Sharpe,-0.00473835
2023-02-09,Crypto Maximum Sharpe,-0.07074034
2023-02-10,Crypto Maximum Sharpe,0.01115701
2023-02-11,Crypto Maximum Sharpe,0.01333636
2023-02-12,Crypto Maximum Sharpe,-0.01464839
2023-02-13,Crypto Maximum Sharpe,-0.00264323
2023-02-14,Crypto Maximum Sharpe,0.03198369
2023-02-15,Crypto Maximum Sharpe,0.06450149
2023-02-16,Crypto Maximum Sharpe,-0.04644022
2023-02-17,Crypto Maximum Sharpe,0.03813705
2023-02-18,Crypto Maximum Sharpe,0.00029312
2023-02-19,Crypto Maximum Sharpe,-0.0093567
2023-02-20,Crypto Maximum Sharpe,0.01148996
2023-02-21,Crypto Maximum Sharpe,-0.02407165
2023-02-22,Crypto Maximum Sharpe,0.00053156
2023-02-23,Crypto Maximum Sharpe,-0.00675328
2023-02-24,Crypto Maximum Sharpe,-0.03518801
2023-02-25,Crypto Maximum Sharpe,0.00455391
2023-02-26,Crypto Maximum Sharpe,0.02196017
2023-02-27,Crypto Maximum Sharpe,-0.00641676
2023-02-28,Crypto Maximum Sharpe,-0.01227578
2023-03-01,Crypto Maximum Sharpe,0.02760691
2023-03-02,Crypto Maximum Sharpe,-0.00754818
2023-03-03,Crypto Maximum Sharpe,-0.03465326
2023-03-04,Crypto Maximum Sharpe,-0.00767199
2023-03-05,Crypto Maximum Sharpe,0.00093759
2023-03-06,Crypto Maximum Sharpe,0.00286801
2023-03-07,Crypto Maximum Sharpe,-0.00862064
2023-03-08,Crypto Maximum Sharpe,-0.01549882
2023-03-09,Crypto Maximum Sharpe,-0.07402349
2023-03-10,Crypto Maximum Sharpe,-0.00690698
2023-03-11,Crypto Maximum Sharpe,0.02163656
2023-03-12,Crypto Maximum Sharpe,0.06986197
2023-03-13,Crypto Maximum Sharpe,0.05177306
2023-03-14,Crypto Maximum Sharpe,0.01561818
2023-03-15,Crypto Maximum Sharpe,-0.02916281
2023-03-16,Crypto Maximum Sharpe,0.01427718
2023-03-17,Crypto Maximum Sharpe,0.06025459
2023-03-18,Crypto Maximum Sharpe,-0.02315412
2023-03-19,Crypto Maximum Sharpe,0.02847411
2023-03-20,Crypto Maximum Sharpe,-0.02048767
2023-03-21,Crypto Maximum Sharpe,0.05942909
2023-03-22,Crypto Maximum Sharpe,-0.07086257
2023-03-23,Crypto Maximum Sharpe,0.05345626
2023-03-24,Crypto Maximum Sharpe,-0.03221791
2023-03-25,Crypto Maximum Sharpe,0.00934722
2023-03-26,Crypto Maximum Sharpe,0.01171939
2023-03-27,Crypto Maximum Sharpe,-0.00900032
2023-03-28,Crypto Maximum Sharpe,0.02037847
2023-03-29,Crypto Maximum Sharpe,0.02704353
2023-03-30,Crypto Maximum Sharpe,0.00232938
2023-03-31,Crypto Maximum Sharpe,0.02005406
2023-04-01,Crypto Maximum Sharpe,-0.00322354
2023-04-02,Crypto Maximum Sharpe,-0.01264603
2023-04-03,Crypto Maximum Sharpe,-0.00395636
2023-04-04,Crypto Maximum Sharpe,0.00489892
2023-04-05,Crypto Maximum Sharpe,0.00395458
2023-04-06,Crypto Maximum Sharpe,-0.00487259
2023-04-07,Crypto Maximum Sharpe,0.00077764
2023-04-08,Crypto Maximum Sharpe,-0.00419133
2023-04-09,Crypto Maximum Sharpe,0.00890624
2023-04-10,Crypto Maximum Sharpe,0.0246432
2023-04-11,Crypto Maximum Sharpe,0.00183115
2023-04-12,Crypto Maximum Sharpe,-0.01152633
2023-04-13,Crypto Maximum Sharpe,0.00815066
