date,fund,return
2023-11-29,Equity Risk Parity,0.00369924
2023-11-30,Equity Risk Parity,0.00736846
2023-12-01,Equity Risk Parity,0.00920791
2023-12-04,Equity Risk Parity,-0.00053161
2023-12-05,Equity Risk Parity,-0.00419649
2023-12-06,Equity Risk Parity,0.00011897
2023-12-07,Equity Risk Parity,0.00263213
2023-12-08,Equity Risk Parity,0.00210069
2023-12-11,Equity Risk Parity,0.00628951
2023-12-12,Equity Risk Parity,0.00058892
2023-12-13,Equity Risk Parity,0.02154929
2023-12-14,Equity Risk Parity,0.01135157
2023-12-15,Equity Risk Parity,-0.00438603
2023-12-18,Equity Risk Parity,-0.00087514
2023-12-19,Equity Risk Parity,0.00727414
2023-12-20,Equity Risk Parity,-0.01418157
2023-12-21,Equity Risk Parity,0.00741949
2023-12-22,Equity Risk Parity,0.00356166
2023-12-26,Equity Risk Parity,0.00523234
2023-12-27,Equity Risk Parity,0.00167694
2023-12-28,Equity Risk Parity,0.00161108
2023-12-29,Equity Risk Parity,-0.00246962
2021-05-20,Crypto Equal Weight,0.14700207
2021-05-21,Crypto Equal Weight,-0.14086035
2021-05-22,Crypto Equal Weight,-0.06160251
2021-05-23,Crypto Equal Weight,-0.11290738
2021-05-24,Crypto Equal Weight,0.25292357
2021-05-25,Crypto Equal Weight,0.00282869
2021-05-26,Crypto Equal Weight,0.07066872
2021-05-27,Crypto Equal Weight,-0.03622453
2021-05-28,Crypto Equal Weight,-0.08364161
2021-05-29,Crypto Equal Weight,-0.05675666
2021-05-30,Crypto Equal Weight,0.04599014
2021-05-31,Crypto Equal Weight,0.09017948
2021-06-01,Crypto Equal Weight,-0.01918675
2021-06-02,Crypto Equal Weight,0.0156863
2021-06-03,Crypto Equal Weight,0.034176
2021-06-04,Crypto Equal Weight,-0.07013513
2021-06-05,Crypto Equal Weight,-0.03151696
2021-06-06,Crypto Equal Weight,0.01787428
2021-06-07,Crypto Equal Weight,-0.08261493
2021-06-08,Crypto Equal Weight,-0.00109867
2021-06-09,Crypto Equal Weight,0.05692371
2021-06-10,Crypto Equal Weight,-0.04679022
2021-06-11,Crypto Equal Weight,-0.03461217
2021-06-12,Crypto Equal Weight,-0.00610877
2021-06-13,Crypto Equal Weight,0.06060711
2021-06-14,Crypto Equal Weight,0.01210454
2021-06-15,Crypto Equal Weight,0.01250313
2021-06-16,Crypto Equal Weight,-0.06975207
2021-06-17,Crypto Equal Weight,0.00972076
2021-06-18,Crypto Equal Weight,-0.05772062
2021-06-19,Crypto Equal Weight,-0.02049871
2021-06-20,Crypto Equal Weight,0.01145611
2021-06-21,Crypto Equal Weight,-0.19019405
2021-06-22,Crypto Equal Weight,-0.03483735
2021-06-23,Crypto Equal Weight,0.085597
2021-06-24,Crypto Equal Weight,0.06135694
2021-06-25,Crypto Equal Weight,-0.08057487
2021-06-26,Crypto Equal Weight,0.01193602
2021-06-27,Crypto Equal Weight,0.05340875
2021-06-28,Crypto Equal Weight,0.0188914
2021-06-29,Crypto Equal Weight,0.07656251
2021-06-30,Crypto Equal Weight,0.01022928
2021-07-01,Crypto Equal Weight,-0.05285788
2021-07-02,Crypto Equal Weight,0.00664482
2021-07-03,Crypto Equal Weight,0.02274222
2021-07-04,Crypto Equal Weight,0.02195184
2021-07-05,Crypto Equal Weight,-0.04758275
2021-07-06,Crypto Equal Weight,0.01817386
2021-07-07,Crypto Equal Weight,-0.0135678
2021-07-08,Crypto Equal Weight,-0.04999298
2021-07-09,Crypto Equal Weight,0.032568
2021-07-10,Crypto Equal Weight,-0.01606018
2021-07-11,Crypto Equal Weight,0.0110509
2021-07-12,Crypto Equal Weight,-0.02145844
2021-07-13,Crypto Equal Weight,-0.03272992
2021-07-14,Crypto Equal Weight,0.00534365
2021-07-15,Crypto Equal Weight,-0.03365756
2021-07-16,Crypto Equal Weight,-0.02451103
2021-07-17,Crypto Equal Weight,-0.00209616
2021-07-18,Crypto Equal Weight,0.00294983
2021-07-19,Crypto Equal Weight,-0.04843103
2021-07-20,Crypto Equal Weight,-0.03967578
2021-07-21,Crypto Equal Weight,0.08404642
2021-07-22,Crypto Equal Weight,0.03510554
2021-07-23,Crypto Equal Weight,0.03023078
2021-07-24,Crypto Equal Weight,0.02087857
2021-07-25,Crypto Equal Weight,-0.00131918
2021-07-26,Crypto Equal Weight,0.02404364
2021-07-27,Crypto Equal Weight,0.02664428
2021-07-28,Crypto Equal Weight,0.02586978
2021-07-29,Crypto Equal Weight,0.01843954
2021-07-30,Crypto Equal Weight,0.02907855
2021-07-31,Crypto Equal Weight,0.00498091
2021-08-01,Crypto Equal Weight,-0.02275881
2021-08-02,Crypto Equal Weight,0.0104861
2021-08-03,Crypto Equal Weight,-0.01538895
2021-08-04,Crypto Equal Weight,0.03586243
2021-08-05,Crypto Equal Weight,0.01629121
2021-08-06,Crypto Equal Weight,0.02241397
2021-08-07,Crypto Equal Weight,0.07056124
2021-08-08,Crypto Equal Weight,-0.04486793
2021-08-09,Crypto Equal Weight,0.05363619
2021-08-10,Crypto Equal Weight,0.01922318
2021-08-11,Crypto Equal Weight,0.06307776
2021-08-12,Crypto Equal Weight,-0.0218267
2021-08-13,Crypto Equal Weight,0.10036158
2021-08-14,Crypto Equal Weight,0.04614672
2021-08-15,Crypto Equal Weight,0.01899542
2021-08-16,Crypto Equal Weight,-0.04406573
2021-08-17,Crypto Equal Weight,-0.06500532
2021-08-18,Crypto Equal Weight,0.01307015
2021-08-19,Crypto Equal Weight,0.06192229
2021-08-20,Crypto Equal Weight,0.03868325
2021-08-21,Crypto Equal Weight,-0.02392749
2021-08-22,Crypto Equal Weight,0.01866911
2021-08-23,Crypto Equal Weight,0.02087886
2021-08-24,Crypto Equal Weight,-0.06750242
2021-08-25,Crypto Equal Weight,0.02174155
2021-08-26,Crypto Equal Weight,-0.06146007
2021-08-27,Crypto Equal Weight,0.0726971
2021-08-28,Crypto Equal Weight,-0.01052306
2021-08-29,Crypto Equal Weight,-4.223e-05
2021-08-30,Crypto Equal Weight,-0.03427302
2021-08-31,Crypto Equal Weight,0.03392646
2021-09-01,Crypto Equal Weight,0.05544916
2021-09-02,Crypto Equal Weight,0.0117925
2021-09-03,Crypto Equal Weight,0.04657082
2021-09-04,Crypto Equal Weight,-0.01021233
2021-09-05,Crypto Equal Weight,0.05662671
2021-09-06,Crypto Equal Weight,0.0063572
2021-09-07,Crypto Equal Weight,-0.16764027
2021-09-08,Crypto Equal Weight,0.00043078
2021-09-09,Crypto Equal Weight,0.00267301
2021-09-10,Crypto Equal Weight,-0.04210179
2021-09-11,Crypto Equal Weight,0.02978497
2021-09-12,Crypto Equal Weight,0.03900898
2021-09-13,Crypto Equal Weight,-0.04318675
2021-09-14,Crypto Equal Weight,0.0393786
2021-09-15,Crypto Equal Weight,0.0337618
2021-09-16,Crypto Equal Weight,-0.0226034
2021-09-17,Crypto Equal Weight,-0.02821032
2021-09-18,Crypto Equal Weight,0.01464204
2021-09-19,Crypto Equal Weight,-0.03591036
2021-09-20,Crypto Equal Weight,-0.11422486
2021-09-21,Crypto Equal Weight,-0.05343634
2021-09-22,Crypto Equal Weight,0.1093561
2021-09-23,Crypto Equal Weight,0.01626577
2021-09-24,Crypto Equal Weight,-0.06248339
2021-09-25,Crypto Equal Weight,-0.00426663
2021-09-26,Crypto Equal Weight,-0.00635046
2021-09-27,Crypto Equal Weight,-0.03107736
2021-09-28,Crypto Equal Weight,-0.03298589
2021-09-29,Crypto Equal Weight,0.02520165
2021-09-30,Crypto Equal Weight,0.03985387
2021-10-01,Crypto Equal Weight,0.08583804
2021-10-02,Crypto Equal Weight,0.01314685
2021-10-03,Crypto Equal Weight,0.01605802
2021-10-04,Crypto Equal Weight,-0.01483967
2021-10-05,Crypto Equal Weight,0.03911207
2021-10-06,Crypto Equal Weight,0.02631208
2021-10-07,Crypto Equal Weight,-0.0063894
2021-10-08,Crypto Equal Weight,-0.00968784
2021-10-09,Crypto Equal Weight,0.0390189
2021-10-10,Crypto Equal Weight,-0.03937227
2021-10-11,Crypto Equal Weight,0.01616617
2021-10-12,Crypto Equal Weight,-0.02450993
2021-10-13,Crypto Equal Weight,0.03190285
2021-10-14,Crypto Equal Weight,0.00816271
2021-10-15,Crypto Equal Weight,0.0211027
2021-10-16,Crypto Equal Weight,0.00272058
2021-10-17,Crypto Equal Weight,-0.01549745
2021-10-18,Crypto Equal Weight,-0.00530669
2021-10-19,Crypto Equal Weight,0.01297721
2021-10-20,Crypto Equal Weight,0.05122436
2021-10-21,Crypto Equal Weight,-0.0344303
2021-10-22,Crypto Equal Weight,-0.00945471
2021-10-23,Crypto Equal Weight,0.01937154
2021-10-24,Crypto Equal Weight,-0.01474131
2021-10-25,Crypto Equal Weight,0.01841919
2021-10-26,Crypto Equal Weight,-0.01294692
2021-10-27,Crypto Equal Weight,-0.09185132
2021-10-28,Crypto Equal Weight,0.05672901
2021-10-29,Crypto Equal Weight,0.02908861
2021-10-30,Crypto Equal Weight,-0.01068181
2021-10-31,Crypto Equal Weight,0.01469324
2021-11-01,Crypto Equal Weight,-0.00432664
2021-11-02,Crypto Equal Weight,0.03306534
2021-11-03,Crypto Equal Weight,0.01674064
2021-11-04,Crypto Equal Weight,-0.02555911
2021-11-05,Crypto Equal Weight,-0.010201
2021-11-06,Crypto Equal Weight,-0.00423919
2021-11-07,Crypto Equal Weight,0.02388636
2021-11-08,Crypto Equal Weight,0.0602464
2021-11-09,Crypto Equal Weight,0.05803352
2021-11-10,Crypto Equal Weight,-0.05212091
2021-11-11,Crypto Equal Weight,0.01157979
2021-11-12,Crypto Equal Weight,-0.02104534
2021-11-13,Crypto Equal Weight,0.01215599
2021-11-14,Crypto Equal Weight,0.01167035
2021-11-15,Crypto Equal Weight,-0.01491337
2021-11-16,Crypto Equal Weight,-0.08539537
2021-11-17,Crypto Equal Weight,0.00502903
2021-11-18,Crypto Equal Weight,-0.06659551
2021-11-19,Crypto Equal Weight,0.05018994
2021-11-20,Crypto Equal Weight,0.01576937
2021-11-21,Crypto Equal Weight,-0.01876419
2021-11-22,Crypto Equal Weight,-0.03659805
2021-11-23,Crypto Equal Weight,0.02241482
2021-11-24,Crypto Equal Weight,-0.02499458
2021-11-25,Crypto Equal Weight,0.0094201
2021-11-26,Crypto Equal Weight,-0.06649546
2021-11-27,Crypto Equal Weight,0.01136172
2021-11-28,Crypto Equal Weight,0.02152998
2021-11-29,Crypto Equal Weight,0.01799871
2021-11-30,Crypto Equal Weight,0.00298706
2021-12-01,Crypto Equal Weight,-0.00481603
2021-12-02,Crypto Equal Weight,0.00297715
2021-12-03,Crypto Equal Weight,-0.05480414
2021-12-04,Crypto Equal Weight,-0.09966679
2021-12-05,Crypto Equal Weight,-0.02515356
2021-12-06,Crypto Equal Weight,0.04004044
2021-12-07,Crypto Equal Weight,-0.00561241
2021-12-08,Crypto Equal Weight,0.03731739
2021-12-09,Crypto Equal Weight,-0.06974012
2021-12-10,Crypto Equal Weight,-0.03764782
2021-12-11,Crypto Equal Weight,0.06218585
2021-12-12,Crypto Equal Weight,0.000545
2021-12-13,Crypto Equal Weight,-0.08065924
2021-12-14,Crypto Equal Weight,0.01191158
2021-12-15,Crypto Equal Weight,0.04872903
2021-12-16,Crypto Equal Weight,-0.03275391
2021-12-17,Crypto Equal Weight,-0.02477196
2021-12-18,Crypto Equal Weight,0.02022562
2021-12-19,Crypto Equal Weight,-0.00224659
2021-12-20,Crypto Equal Weight,0.00272393
2021-12-21,Crypto Equal Weight,0.03319664
2021-12-22,Crypto Equal Weight,0.00561583
2021-12-23,Crypto Equal Weight,0.05288152
2021-12-24,Crypto Equal Weight,-0.02585459
2021-12-25,Crypto Equal Weight,0.01208871
2021-12-26,Crypto Equal Weight,-0.00192572
2021-12-27,Crypto Equal Weight,0.0069554
2021-12-28,Crypto Equal Weight,-0.06626174
2021-12-29,Crypto Equal Weight,-0.02867247
2021-12-30,Crypto Equal Weight,0.0169742
2021-12-31,Crypto Equal Weight,-0.01526747
2022-01-01,Crypto Equal Weight,0.02912269
2022-01-02,Crypto Equal Weight,0.01554056
2022-01-03,Crypto Equal Weight,-0.0207287
2022-01-04,Crypto Equal Weight,-0.01176409
2022-01-05,Crypto Equal Weight,-0.06206813
2022-01-06,Crypto Equal Weight,-0.0008726
2022-01-07,Crypto Equal Weight,-0.04040448
2022-01-08,Crypto Equal Weight,-0.02093542
2022-01-09,Crypto Equal Weight,0.00938374
2022-01-10,Crypto Equal Weight,-0.03018342
2022-01-11,Crypto Equal Weight,0.03416218
2022-01-12,Crypto Equal Weight,0.05390506
2022-01-13,Crypto Equal Weight,-0.03435155
2022-01-14,Crypto Equal Weight,0.02594697
2022-01-15,Crypto Equal Weight,0.00899475
2022-01-16,Crypto Equal Weight,0.00650391
2022-01-17,Crypto Equal Weight,0.00046938
2022-01-18,Crypto Equal Weight,-0.01538829
2022-01-19,Crypto Equal Weight,-0.02901244
2022-01-20,Crypto Equal Weight,-0.04252287
2022-01-21,Crypto Equal Weight,-0.11571254
2022-01-22,Crypto Equal Weight,-0.05885922
2022-01-23,Crypto Equal Weight,0.03875243
2022-01-24,Crypto Equal Weight,-0.02866216
2022-01-25,Crypto Equal Weight,0.00048876
2022-01-26,Crypto Equal Weight,0.005059
2022-01-27,Crypto Equal Weight,-0.00870445
2022-01-28,Crypto Equal Weight,0.02542641
2022-01-29,Crypto Equal Weight,0.01476389
2022-01-30,Crypto Equal Weight,-0.01730228
2022-01-31,Crypto Equal Weight,0.01453573
2022-02-01,Crypto Equal Weight,0.02303368
2022-02-02,Crypto Equal Weight,-0.03926813
2022-02-03,Crypto Equal Weight,0.01543035
2022-02-04,Crypto Equal Weight,0.08722735
2022-02-05,Crypto Equal Weight,0.00942298
2022-02-06,Crypto Equal Weight,0.0246004
2022-02-07,Crypto Equal Weight,0.07049952
2022-02-08,Crypto Equal Weight,-0.00250261
2022-02-09,Crypto Equal Weight,0.01976441
2022-02-10,Crypto Equal Weight,-0.02629118
2022-02-11,Crypto Equal Weight,-0.05987846
2022-02-12,Crypto Equal Weight,0.00488158
2022-02-13,Crypto Equal Weight,-0.00095955
2022-02-14,Crypto Equal Weight,-0.00487368
2022-02-15,Crypto Equal Weight,0.05531792
2022-02-16,Crypto Equal Weight,-0.01540313
2022-02-17,Crypto Equal Weight,-0.077835
2022-02-18,Crypto Equal Weight,-0.00780876
2022-02-19,Crypto Equal Weight,0.00572845
2022-02-20,Crypto Equal Weight,-0.0432627
2022-02-21,Crypto Equal Weight,-0.06263455
2022-02-22,Crypto Equal Weight,0.03926797
2022-02-23,Crypto Equal Weight,-0.02089424
2022-02-24,Crypto Equal Weight,0.00183851
2022-02-25,Crypto Equal Weight,0.0426568
2022-02-26,Crypto Equal Weight,0.00290451
2022-02-27,Crypto Equal Weight,-0.04140871
2022-02-28,Crypto Equal Weight,0.10086407
2022-03-01,Crypto Equal Weight,0.00311962
2022-03-02,Crypto Equal Weight,-0.01896144
2022-03-03,Crypto Equal Weight,-0.01945143
2022-03-04,Crypto Equal Weight,-0.06963713
2022-03-05,Crypto Equal Weight,0.0252354
2022-03-06,Crypto Equal Weight,-0.03685029
2022-03-07,Crypto Equal Weight,-0.01777703
2022-03-08,Crypto Equal Weight,0.01914966
2022-03-09,Crypto Equal Weight,0.06142501
2022-03-10,Crypto Equal Weight,-0.04529719
2022-03-11,Crypto Equal Weight,0.00725139
2022-03-12,Crypto Equal Weight,-0.0003131
2022-03-13,Crypto Equal Weight,-0.02682985
2022-03-14,Crypto Equal Weight,0.02583276
2022-03-15,Crypto Equal Weight,0.00288743
2022-03-16,Crypto Equal Weight,0.04154673
2022-03-17,Crypto Equal Weight,-0.00213673
2022-03-18,Crypto Equal Weight,0.02287071
2022-03-19,Crypto Equal Weight,0.04889257
2022-03-20,Crypto Equal Weight,-0.00088075
2022-03-21,Crypto Equal Weight,0.02398381
2022-03-22,Crypto Equal Weight,0.06288463
2022-03-23,Crypto Equal Weight,0.01208117
2022-03-24,Crypto Equal Weight,0.02453323
2022-03-25,Crypto Equal Weight,-0.01148959
2022-03-26,Crypto Equal Weight,0.00959465
2022-03-27,Crypto Equal Weight,0.04254788
2022-03-28,Crypto Equal Weight,0.00445177
2022-03-29,Crypto Equal Weight,0.01399918
2022-03-30,Crypto Equal Weight,0.00950117
2022-03-31,Crypto Equal Weight,-0.0307725
2022-04-01,Crypto Equal Weight,0.01314247
2022-04-02,Crypto Equal Weight,-0.01024609
2022-04-03,Crypto Equal Weight,0.01914481
2022-04-04,Crypto Equal Weight,-0.00655339
2022-04-05,Crypto Equal Weight,-0.02846052
2022-04-06,Crypto Equal Weight,-0.09165544
2022-04-07,Crypto Equal Weight,0.03613655
2022-04-08,Crypto Equal Weight,-0.04186248
2022-04-09,Crypto Equal Weight,0.01842106
2022-04-10,Crypto Equal Weight,-0.01700183
2022-04-11,Crypto Equal Weight,-0.08038747
2022-04-12,Crypto Equal Weight,0.02834494
2022-04-13,Crypto Equal Weight,0.03716934
2022-04-14,Crypto Equal Weight,-0.02365856
2022-04-15,Crypto Equal Weight,0.03103834
2022-04-16,Crypto Equal Weight,0.01442141
2022-04-17,Crypto Equal Weight,-0.03858366
2022-04-18,Crypto Equal Weight,0.02228925
2022-04-19,Crypto Equal Weight,0.0215
2022-04-20,Crypto Equal Weight,-0.01209664
2022-04-21,Crypto Equal Weight,-0.02087785
2022-04-22,Crypto Equal Weight,-0.01175023
2022-04-23,Crypto Equal Weight,-0.01286055
2022-04-24,Crypto Equal Weight,-0.0137625
2022-04-25,Crypto Equal Weight,0.0101663
2022-04-26,Crypto Equal Weight,-0.06831753
2022-04-27,Crypto Equal Weight,0.02442088
2022-04-28,Crypto Equal Weight,0.00891174
2022-04-29,Crypto Equal Weight,-0.03646867
2022-04-30,Crypto Equal Weight,-0.05335988
2022-05-01,Crypto Equal Weight,0.04733577
2022-05-02,Crypto Equal Weight,-0.00315058
2022-05-03,Crypto Equal Weight,-0.01071209
2022-05-04,Crypto Equal Weight,0.09768777
2022-05-05,Crypto Equal Weight,-0.08792761
2022-05-06,Crypto Equal Weight,0.00991154
2022-05-07,Crypto Equal Weight,-0.02586155
2022-05-08,Crypto Equal Weight,-0.01912325
2022-05-09,Crypto Equal Weight,-0.1385854
2022-05-10,Crypto Equal Weight,0.03548753
2022-05-11,Crypto Equal Weight,-0.14409244
2022-05-12,Crypto Equal Weight,-0.04872559
2022-05-13,Crypto Equal Weight,0.06680644
2022-05-14,Crypto Equal Weight,0.02115094
2022-05-15,Crypto Equal Weight,0.04167206
2022-05-16,Crypto Equal Weight,-0.0596156
2022-05-17,Crypto Equal Weight,0.04388036
2022-05-18,Crypto Equal Weight,-0.07934076
2022-05-19,Crypto Equal Weight,0.04750691
2022-05-20,Crypto Equal Weight,-0.03175964
2022-05-21,Crypto Equal Weight,0.01647804
2022-05-22,Crypto Equal Weight,0.03472782
2022-05-23,Crypto Equal Weight,-0.03280432
2022-05-24,Crypto Equal Weight,0.03203904
2022-05-25,Crypto Equal Weight,-0.00934532
2022-05-26,Crypto Equal Weight,-0.05070413
2022-05-27,Crypto Equal Weight,-0.02852164
2022-05-28,Crypto Equal Weight,0.01804435
2022-05-29,Crypto Equal Weight,0.02776183
2022-05-30,Crypto Equal Weight,0.08357794
2022-05-31,Crypto Equal Weight,0.01172839
2022-06-01,Crypto Equal Weight,-0.07108031
2022-06-02,Crypto Equal Weight,0.0241084
2022-06-03,Crypto Equal Weight,-0.02621998
2022-06-04,Crypto Equal Weight,0.00729477
2022-06-05,Crypto Equal Weight,-0.00421139
2022-06-06,Crypto Equal Weight,0.02920145
2022-06-07,Crypto Equal Weight,-0.01196979
2022-06-08,Crypto Equal Weight,-0.01361238
2022-06-09,Crypto Equal Weight,-0.0062908
2022-06-10,Crypto Equal Weight,-0.05238957
2022-06-11,Crypto Equal Weight,-0.059103
2022-06-12,Crypto Equal Weight,-0.05806915
2022-06-13,Crypto Equal Weight,-0.12649946
2022-06-14,Crypto Equal Weight,0.0116805
2022-06-15,Crypto Equal Weight,0.06542525
2022-06-16,Crypto Equal Weight,-0.1071884
2022-06-17,Crypto Equal Weight,0.03646198
2022-06-18,Crypto Equal Weight,-0.04251541
2022-06-19,Crypto Equal Weight,0.07927453
2022-06-20,Crypto Equal Weight,0.00157574
2022-06-21,Crypto Equal Weight,0.00597137
2022-06-22,Crypto Equal Weight,-0.03599036
2022-06-23,Crypto Equal Weight,0.0473405
2022-06-24,Crypto Equal Weight,0.03819141
2022-06-25,Crypto Equal Weight,0.00775344
2022-06-26,Crypto Equal Weight,-0.02140899
2022-06-27,Crypto Equal Weight,-0.00675368
2022-06-28,Crypto Equal Weight,-0.0431638
2022-06-29,Crypto Equal Weight,-0.01463425
2022-06-30,Crypto Equal Weight,-0.0073649
2022-07-01,Crypto Equal Weight,-0.0227431
2022-07-02,Crypto Equal Weight,0.01020653
2022-07-03,Crypto Equal Weight,0.00620375
2022-07-04,Crypto Equal Weight,0.03434928
2022-07-05,Crypto Equal Weight,-0.0190359
2022-07-06,Crypto Equal Weight,0.01714929
2022-07-07,Crypto Equal Weight,0.03818409
2022-07-08,Crypto Equal Weight,-0.00971626
2022-07-09,Crypto Equal Weight,0.01411333
2022-07-10,Crypto Equal Weight,-0.03991464
2022-07-11,Crypto Equal Weight,-0.05594177
2022-07-12,Crypto Equal Weight,-0.02350615
2022-07-13,Crypto Equal Weight,0.04427791
2022-07-14,Crypto Equal Weight,0.02318883
2022-07-15,Crypto Equal Weight,0.01329571
2022-07-16,Crypto Equal Weight,0.05154079
2022-07-17,Crypto Equal Weight,-0.00094813
2022-07-18,Crypto Equal Weight,0.10792769
2022-07-19,Crypto Equal Weight,0.01828694
2022-07-20,Crypto Equal Weight,-0.03622963
2022-07-21,Crypto Equal Weight,0.02456126
2022-07-22,Crypto Equal Weight,-0.00778936
2022-07-23,Crypto Equal Weight,0.00753672
2022-07-24,Crypto Equal Weight,0.01969239
2022-07-25,Crypto Equal Weight,-0.07276478
2022-07-26,Crypto Equal Weight,0.00427972
2022-07-27,Crypto Equal Weight,0.10911299
2022-07-28,Crypto Equal Weight,0.07791693
2022-07-29,Crypto Equal Weight,-0.00582918
2022-07-30,Crypto Equal Weight,-0.00467567
2022-07-31,Crypto Equal Weight,-0.01646519
2022-08-01,Crypto Equal Weight,-0.01269908
2022-08-02,Crypto Equal Weight,-0.01873155
2022-08-03,Crypto Equal Weight,-0.00589826
2022-08-04,Crypto Equal Weight,0.00145209
2022-08-05,Crypto Equal Weight,0.04574474
2022-08-06,Crypto Equal Weight,-0.00935114
2022-08-07,Crypto Equal Weight,0.00639243
2022-08-08,Crypto Equal Weight,0.02294476
2022-08-09,Crypto Equal Weight,-0.04364255
2022-08-10,Crypto Equal Weight,0.05001776
2022-08-11,Crypto Equal Weight,0.01304529
2022-08-12,Crypto Equal Weight,0.01411824
2022-08-13,Crypto Equal Weight,0.00787827
2022-08-14,Crypto Equal Weight,-0.01294202
2022-08-15,Crypto Equal Weight,-0.01673484
2022-08-16,Crypto Equal Weight,0.00209127
2022-08-17,Crypto Equal Weight,-0.00607854
2022-08-18,Crypto Equal Weight,-0.01733788
2022-08-19,Crypto Equal Weight,-0.10808946
2022-08-20,Crypto Equal Weight,0.01436897
2022-08-21,Crypto Equal Weight,0.0316947
2022-08-22,Crypto Equal Weight,0.02147357
2022-08-23,Crypto Equal Weight,0.01410723
2022-08-24,Crypto Equal Weight,-0.00764874
2022-08-25,Crypto Equal Weight,0.01094258
2022-08-26,Crypto Equal Weight,-0.07803359
2022-08-27,Crypto Equal Weight,0.00217928
2022-08-28,Crypto Equal Weight,-0.03357306
2022-08-29,Crypto Equal Weight,0.04925487
2022-08-30,Crypto Equal Weight,-0.0268942
2022-08-31,Crypto Equal Weight,0.0032083
2022-09-01,Crypto Equal Weight,0.02437064
2022-09-02,Crypto Equal Weight,0.00494136
2022-09-03,Crypto Equal Weight,0.00214441
2022-09-04,Crypto Equal Weight,0.00946666
2022-09-05,Crypto Equal Weight,0.03152178
2022-09-06,Crypto Equal Weight,-0.07116982
2022-09-07,Crypto Equal Weight,0.05776728
2022-09-08,Crypto Equal Weight,0.0058493
2022-09-09,Crypto Equal Weight,0.05861628
2022-09-10,Crypto Equal Weight,0.01834221
2022-09-11,Crypto Equal Weight,-0.01138428
2022-09-12,Crypto Equal Weight,-0.00745364
2022-09-13,Crypto Equal Weight,-0.0711108
2022-09-14,Crypto Equal Weight,0.02134358
2022-09-15,Crypto Equal Weight,-0.04826522
2022-09-16,Crypto Equal Weight,0.01305071
2022-09-17,Crypto Equal Weight,0.03104175
2022-09-18,Crypto Equal Weight,-0.07844007
2022-09-19,Crypto Equal Weight,0.02205062
2022-09-20,Crypto Equal Weight,0.00012093
2022-09-21,Crypto Equal Weight,-0.03912728
2022-09-22,Crypto Equal Weight,0.06731722
2022-09-23,Crypto Equal Weight,0.01108516
2022-09-24,Crypto Equal Weight,-0.02109652
2022-09-25,Crypto Equal Weight,-0.01332307
2022-09-26,Crypto Equal Weight,0.00267765
2022-09-27,Crypto Equal Weight,-0.01530393
2022-09-28,Crypto Equal Weight,-0.00129628
2022-09-29,Crypto Equal Weight,0.02608514
2022-09-30,Crypto Equal Weight,-0.00449173
2022-10-01,Crypto Equal Weight,0.00085345
2022-10-02,Crypto Equal Weight,-0.02534082
2022-10-03,Crypto Equal Weight,0.02177382
2022-10-04,Crypto Equal Weight,0.02459695
2022-10-05,Crypto Equal Weight,-0.00425661
2022-10-06,Crypto Equal Weight,-0.00607239
2022-10-07,Crypto Equal Weight,-0.00419972
2022-10-08,Crypto Equal Weight,-0.0031627
2022-10-09,Crypto Equal Weight,0.01030553
2022-10-10,Crypto Equal Weight,-0.04378365
2022-10-11,Crypto Equal Weight,-0.01811325
2022-10-12,Crypto Equal Weight,0.00175886
2022-10-13,Crypto Equal Weight,-0.01687217
2022-10-14,Crypto Equal Weight,0.00240263
2022-10-15,Crypto Equal Weight,-0.00713115
2022-10-16,Crypto Equal Weight,0.01162115
2022-10-17,Crypto Equal Weight,0.01184698
2022-10-18,Crypto Equal Weight,-0.01581846
2022-10-19,Crypto Equal Weight,-0.02432466
2022-10-20,Crypto Equal Weight,-0.00261961
2022-10-21,Crypto Equal Weight,0.0132553
2022-10-22,Crypto Equal Weight,0.01085436
2022-10-23,Crypto Equal Weight,0.01905115
2022-10-24,Crypto Equal Weight,-0.02003931
2022-10-25,Crypto Equal Weight,0.05318884
2022-10-26,Crypto Equal Weight,0.02339555
2022-10-27,Crypto Equal Weight,-0.02105551
2022-10-28,Crypto Equal Weight,0.02002271
2022-10-29,Crypto Equal Weight,0.01645221
2022-10-30,Crypto Equal Weight,-0.02340182
2022-10-31,Crypto Equal Weight,0.00129769
2022-11-01,Crypto Equal Weight,-0.00491279
2022-11-02,Crypto Equal Weight,-0.01448623
2022-11-03,Crypto Equal Weight,0.01588386
2022-11-04,Crypto Equal Weight,0.06850595
2022-11-05,Crypto Equal Weight,-0.00021
2022-11-06,Crypto Equal Weight,-0.03910438
2022-11-07,Crypto Equal Weight,0.00012663
2022-11-08,Crypto Equal Weight,-0.11677967
2022-11-09,Crypto Equal Weight,-0.14533737
2022-11-10,Crypto Equal Weight,0.15718182
2022-11-11,Crypto Equal Weight,-0.01745022
2022-11-12,Crypto Equal Weight,-0.0317242
2022-11-13,Crypto Equal Weight,-0.03424063
2022-11-14,Crypto Equal Weight,0.02350834
2022-11-15,Crypto Equal Weight,0.01477059
2022-11-16,Crypto Equal Weight,-0.01845515
2022-11-17,Crypto Equal Weight,0.00519885
2022-11-18,Crypto Equal Weight,0.00226277
2022-11-19,Crypto Equal Weight,0.00795756
2022-11-20,Crypto Equal Weight,-0.04097186
2022-11-21,Crypto Equal Weight,-0.01376652
