trade_date,ticker,sector,sentiment,n_headlines
2022-02-16,O,RealEstate,0.46204999999999996,2
2022-02-16,OXY,Energy,0.3291,2
2022-02-16,PSA,RealEstate,0.0516,1
2022-02-16,QCOM,Tech,0.38508,5
2022-02-16,SBUX,Consumer,-0.019000000000000003,4
2022-02-16,SLB,Energy,0.2356,3
2022-02-16,SO,Utilities,0.5904,1
2022-02-16,TMUS,Comm,-0.0516,1
2022-02-16,TTWO,Comm,0.26335,2
2022-02-16,UPS,Industrials,0.0,1
2022-02-16,V,Financials,0.25656666666666667,6
2022-02-16,WMT,Consumer,0.28658,10
2022-02-16,XOM,Energy,0.35111,10
2022-02-17,ABBV,Healthcare,0.3612,1
2022-02-17,ABT,Healthcare,0.346025,4
2022-02-17,ADBE,Tech,0.10115,2
2022-02-17,AEP,Utilities,0.0772,1
2022-02-17,AMD,Tech,0.24472,5
2022-02-17,AMGN,Healthcare,0.0386,2
2022-02-17,AMT,RealEstate,0.0,2
2022-02-17,BA,Industrials,0.18580000000000002,5
2022-02-17,CAT,Industrials,0.32415,4
2022-02-17,CCI,RealEstate,0.0,2
2022-02-17,CMCSA,Comm,0.125,2
2022-02-17,COP,Energy,0.14002499999999998,4
2022-02-17,CVX,Energy,0.31245,2
2022-02-17,D,Utilities,0.24695,2
2022-02-17,DD,Materials,0.4588,2
2022-02-17,DIS,Consumer,-0.027959999999999995,5
2022-02-17,DUK,Utilities,0.4393,2
2022-02-17,EA,Comm,0.9313,1
2022-02-17,GE,Industrials,0.0,1
2022-02-17,GS,Financials,-0.22158181818181816,11
2022-02-17,INTC,Tech,0.20278888888888888,9
2022-02-17,KO,Consumer,0.06382500000000002,4
2022-02-17,MMM,Industrials,0.09663333333333333,3
2022-02-17,MRK,Healthcare,0.1660714285714286,7
2022-02-17,MS,Financials,-0.23471999999999998,5
2022-02-17,NEE,Utilities,-0.030666666666666658,3
2022-02-17,NEM,Materials,0.3953,2
2022-02-17,NKE,Consumer,0.19583333333333333,3
2022-02-17,NUE,Materials,0.0,1
2022-02-17,NVDA,Tech,0.030404000000000014,25
2022-02-17,O,RealEstate,0.12726666666666667,3
2022-02-17,OXY,Energy,0.51315,2
2022-02-17,PLD,RealEstate,0.2235,3
2022-02-17,PSA,RealEstate,0.0386,2
2022-02-17,QCOM,Tech,0.47376666666666667,3
2022-02-17,SBUX,Consumer,0.0,2
2022-02-17,SHW,Materials,0.0,1
